episode,mean_reward,deck_A_freq,deck_B_freq,deck_C_freq,deck_D_freq
79,2298.9891512174304,0.07776542969540337,0.09962739384839005,0.5632106968835066,0.2593964795727
80,2415.6218468461557,0.11161881193149238,0.0988914097875509,0.5353275711916684,0.25416220708928833
81,2397.018887639024,0.11333901558735512,0.07417282133375318,0.5623465490393712,0.2501416140395204
82,2452.7391790082843,0.08021587496471042,0.10942292482294669,0.5630785242347592,0.2472826759775837
83,2323.3627367173153,0.06463812293065047,0.0947982427568462,0.596940877884794,0.24362275642770928
84,2327.9667166098484,0.07051615250270442,0.07477569922807033,0.6062369624331703,0.24847118583605504
85,2320.1865221911976,0.12092718713892692,0.07101117232194284,0.5666076309256997,0.24145400961343055
86,2445.344864256283,0.08747748823794994,0.0840213675909281,0.5676413410380976,0.2608598031330244
87,2385.154303866419,0.06055708926011008,0.06967929573187863,0.6163524529970154,0.2534111620109959
88,2372.8982847273887,0.05351344291878399,0.050344277349702975,0.64354193775063,0.25260034198088316
89,2394.6738858913673,0.08197678009407804,0.06737587650983835,0.6073916437725759,0.24325569962350765
90,2365.428496990669,0.038872436757726385,0.06538228024431517,0.6124699826157235,0.2832753003822349
91,2486.9947151705346,0.07301398918120582,0.08815691968240522,0.6084534051273666,0.23037568600902245
92,2440.8757136471336,0.07732027488012388,0.06606089775453416,0.5952731280485788,0.26134569931676327
93,2409.6915924952386,0.08909572225057802,0.05782079941462051,0.6274047025624662,0.22567877577233533
94,2450.467123015885,0.04486225098911485,0.08920254423340253,0.6103736696616048,0.25556153511587787
95,2441.292982754946,0.09288293310625896,0.06868643089480052,0.5834576851763654,0.25497295082257515
96,2467.310744835873,0.031280014974655296,0.032444249527235916,0.685174044312912,0.2511016911851968
97,2451.4917594061158,0.037737201416580886,0.06767070304589988,0.6508057193624096,0.24378637617510965
98,2504.8960761089747,0.04923884818641163,0.07205342552009113,0.6129849074506931,0.26572281884280413
99,2496.5932134885657,0.05006865358645394,0.019646211993275577,0.6865256045776881,0.2437595298425824
